T(s),S1-1B-D,S1-1B-S,S1-2B-D,S1-2B-S,S1-3B-D,S1-3B-S,S1-4B-D,S1-4B-S,S1-5B-D,S1-5B-S,S1-6B-D,S1-6B-S,S1-7B-D,S1-7B-S,S1-8B-D,S1-8B-S
5570,316.5914587,316.5708972,316.6724595,316.3686187,316.5925189,316.5307807,316.5921577,316.0822658,316.7808719,316.6427492,317.071872,316.5884224,316.6640031,316.5209761,316.7968598,316.6288487
5571,316.5928202,316.5722569,316.6738403,316.3699047,316.5938781,316.5321209,316.5935179,316.0834818,316.7823151,316.6441398,317.0734008,316.5897843,316.6653896,316.5223158,316.7982942,316.6302277
5572,316.5941815,316.5736165,316.6752209,316.3711904,316.5952371,316.5334609,316.5948778,316.0846975,316.7837582,316.6455303,317.0749294,316.591146,316.6667758,316.5236552,316.7997285,316.6316065
5573,316.5955427,316.5749759,316.6766014,316.372476,316.5965959,316.5348007,316.5962376,316.0859131,316.7852011,316.6469206,317.0764578,316.5925076,316.6681619,316.5249945,316.8011626,316.6329852
5574,316.5969037,316.5763351,316.6779816,316.3737613,316.5979545,316.5361404,316.5975972,316.0871285,316.7866438,316.6483107,317.0779861,316.593869,316.6695478,316.5263336,316.8025965,316.6343636
5575,316.5982645,316.5776942,316.6793617,316.3750465,316.599313,316.5374799,316.5989566,316.0883437,316.7880864,316.6497007,317.0795142,316.5952302,316.6709336,316.5276725,316.8040303,316.6357419
5576,316.5996251,316.5790531,316.6807417,316.3763315,316.6006713,316.5388192,316.6003159,316.0895587,316.7895288,316.6510905,317.0810421,316.5965912,316.6723191,316.5290113,316.8054639,316.63712
5577,316.6009856,316.5804118,316.6821214,316.3776164,316.6020294,316.5401584,316.601675,316.0907736,316.7909711,316.6524801,317.0825699,316.5979521,316.6737045,316.5303498,316.8068973,316.638498
5578,316.6023458,316.5817704,316.683501,316.378901,316.6033873,316.5414973,316.6030339,316.0919882,316.7924132,316.6538696,317.0840975,316.5993128,316.6750898,316.5316882,316.8083306,316.6398758
5579,316.6037059,316.5831287,316.6848804,316.3801855,316.6047451,316.5428361,316.6043926,316.0932027,316.7938551,316.6552589,317.085625,316.6006733,316.6764748,316.5330265,316.8097637,316.6412534
5580,316.6050659,316.5844869,316.6862596,316.3814698,316.6061027,316.5441747,316.6057512,316.094417,316.7952969,316.6566481,317.0871523,316.6020337,316.6778597,316.5343645,316.8111966,316.6426308
5581,316.6064256,316.585845,316.6876386,316.3827539,316.6074601,316.5455132,316.6071095,316.0956311,316.7967385,316.658037,317.0886794,316.6033939,316.6792444,316.5357024,316.8126293,316.6440081
5582,316.6077852,316.5872028,316.6890175,316.3840379,316.6088173,316.5468514,316.6084677,316.096845,316.7981799,316.6594258,317.0902063,316.6047539,316.6806289,316.5370401,316.8140619,316.6453852
5583,316.6091446,316.5885605,316.6903962,316.3853216,316.6101744,316.5481895,316.6098258,316.0980588,316.7996212,316.6608145,317.0917331,316.6061138,316.6820133,316.5383776,316.8154943,316.6467621
5584,316.6105039,316.589918,316.6917747,316.3866052,316.6115313,316.5495274,316.6111836,316.0992723,316.8010623,316.6622029,317.0932597,316.6074734,316.6833974,316.539715,316.8169266,316.6481389
5585,316.6118629,316.5912754,316.693153,316.3878886,316.612888,316.5508652,316.6125413,316.1004857,316.8025033,316.6635912,317.0947862,316.6088329,316.6847814,316.5410522,316.8183587,316.6495155
5586,316.6132218,316.5926326,316.6945312,316.3891718,316.6142445,316.5522027,316.6138988,316.1016989,316.8039441,316.6649794,317.0963125,316.6101923,316.6861653,316.5423892,316.8197906,316.6508919
5587,316.6145805,316.5939896,316.6959092,316.3904549,316.6156009,316.5535401,316.6152561,316.1029119,316.8053848,316.6663673,317.0978386,316.6115514,316.6875489,316.543726,316.8212223,316.6522681
5588,316.6159391,316.5953464,316.697287,316.3917377,316.616957,316.5548773,316.6166133,316.1041248,316.8068252,316.6677551,317.0993646,316.6129104,316.6889324,316.5450627,316.8226539,316.6536442
5589,316.6172974,316.5967031,316.6986646,316.3930204,316.6183131,316.5562143,316.6179703,316.1053374,316.8082655,316.6691428,317.1008904,316.6142692,316.6903157,316.5463992,316.8240853,316.6550201
5590,316.6186556,316.5980596,316.7000421,316.3943029,316.6196689,316.5575512,316.6193271,316.1065499,316.8097057,316.6705302,317.102416,316.6156279,316.6916989,316.5477355,316.8255165,316.6563958
5591,316.6200136,316.5994159,316.7014194,316.3955853,316.6210246,316.5588879,316.6206837,316.1077622,316.8111457,316.6719175,317.1039415,316.6169863,316.6930819,316.5490717,316.8269476,316.6577713
5592,316.6213715,316.600772,316.7027965,316.3968674,316.62238,316.5602244,316.6220401,316.1089743,316.8125855,316.6733047,317.1054668,316.6183446,316.6944646,316.5504076,316.8283785,316.6591467
5593,316.6227291,316.602128,316.7041734,316.3981494,316.6237354,316.5615607,316.6233964,316.1101862,316.8140252,316.6746916,317.106992,316.6197028,316.6958473,316.5517434,316.8298092,316.6605219
5594,316.6240866,316.6034838,316.7055502,316.3994311,316.6250905,316.5628969,316.6247525,316.1113979,316.8154647,316.6760784,317.1085169,316.6210607,316.6972297,316.5530791,316.8312398,316.661897
5595,316.625444,316.6048395,316.7069267,316.4007127,316.6264454,316.5642328,316.6261085,316.1126095,316.816904,316.6774651,317.1100418,316.6224185,316.698612,316.5544145,316.8326702,316.6632719
5596,316.6268011,316.6061949,316.7083031,316.4019942,316.6278002,316.5655686,316.6274642,316.1138208,316.8183432,316.6788516,317.1115664,316.6237761,316.6999941,316.5557498,316.8341004,316.6646465
5597,316.6281581,316.6075502,316.7096794,316.4032754,316.6291548,316.5669043,316.6288198,316.115032,316.8197823,316.6802379,317.1130909,316.6251336,316.701376,316.5570849,316.8355304,316.6660211
5598,316.6295149,316.6089053,316.7110554,316.4045565,316.6305093,316.5682397,316.6301752,316.116243,316.8212211,316.681624,317.1146152,316.6264908,316.7027578,316.5584198,316.8369603,316.6673954
5599,316.6308715,316.6102603,316.7124313,316.4058374,316.6318635,316.569575,316.6315304,316.1174539,316.8226598,316.68301,317.1161394,316.6278479,316.7041393,316.5597546,316.83839,316.6687696
5600,316.6322279,316.6116151,316.713807,316.4071181,316.6332176,316.5709101,316.6328855,316.1186645,316.8240984,316.6843958,317.1176634,316.6292049,316.7055208,316.5610891,316.8398196,316.6701436
5601,316.6335842,316.6129697,316.7151825,316.4083986,316.6345715,316.572245,316.6342403,316.119875,316.8255367,316.6857814,317.1191872,316.6305616,316.706902,316.5624235,316.841249,316.6715175
5602,316.6349403,316.6143241,316.7165579,316.4096789,316.6359253,316.5735798,316.635595,316.1210852,316.8269749,316.6871669,317.1207108,316.6319182,316.708283,316.5637578,316.8426782,316.6728911
5603,316.6362962,316.6156784,316.717933,316.4109591,316.6372788,316.5749143,316.6369496,316.1222953,316.828413,316.6885522,317.1222343,316.6332746,316.7096639,316.5650918,316.8441072,316.6742646
5604,316.637652,316.6170325,316.719308,316.4122391,316.6386322,316.5762487,316.6383039,316.1235052,316.8298509,316.6899373,317.1237577,316.6346309,316.7110446,316.5664257,316.8455361,316.675638
5605,316.6390076,316.6183864,316.7206828,316.4135189,316.6399854,316.5775829,316.6396581,316.124715,316.8312886,316.6913223,317.1252808,316.6359869,316.7124252,316.5677594,316.8469648,316.6770111
5606,316.640363,316.6197401,316.7220575,316.4147985,316.6413385,316.578917,316.6410121,316.1259245,316.8327262,316.6927071,317.1268039,316.6373428,316.7138056,316.569093,316.8483933,316.6783841
5607,316.6417182,316.6210937,316.723432,316.4160779,316.6426913,316.5802509,316.6423659,316.1271339,316.8341636,316.6940917,317.1283267,316.6386985,316.7151857,316.5704263,316.8498217,316.6797569
5608,316.6430733,316.6224471,316.7248062,316.4173572,316.644044,316.5815845,316.6437195,316.1283431,316.8356008,316.6954762,317.1298494,316.6400541,316.7165658,316.5717595,316.8512499,316.6811296
5609,316.6444282,316.6238004,316.7261804,316.4186363,316.6453965,316.5829181,316.645073,316.1295521,316.8370379,316.6968605,317.1313719,316.6414095,316.7179456,316.5730925,316.8526779,316.682502
5610,316.6457829,316.6251534,316.7275543,316.4199152,316.6467488,316.5842514,316.6464263,316.1307609,316.8384748,316.6982446,317.1328942,316.6427647,316.7193253,316.5744254,316.8541058,316.6838743
5611,316.6471374,316.6265063,316.7289281,316.4211939,316.648101,316.5855846,316.6477794,316.1319695,316.8399116,316.6996286,317.1344164,316.6441197,316.7207048,316.575758,316.8555335,316.6852465
5612,316.6484918,316.627859,316.7303016,316.4224725,316.649453,316.5869176,316.6491324,316.133178,316.8413482,316.7010124,317.1359384,316.6454746,316.7220841,316.5770905,316.856961,316.6866184
5613,316.6498459,316.6292116,316.7316751,316.4237508,316.6508048,316.5882504,316.6504852,316.1343862,316.8427846,316.702396,317.1374603,316.6468293,316.7234633,316.5784228,316.8583883,316.6879902
5614,316.6511999,316.630564,316.7330483,316.425029,316.6521564,316.589583,316.6518378,316.1355943,316.8442209,316.7037795,317.138982,316.6481838,316.7248422,316.579755,316.8598155,316.6893618
5615,316.6525538,316.6319162,316.7344213,316.426307,316.6535079,316.5909155,316.6531902,316.1368022,316.845657,316.7051628,317.1405035,316.6495382,316.7262211,316.5810869,316.8612425,316.6907332
5616,316.6539075,316.6332682,316.7357942,316.4275849,316.6548592,316.5922478,316.6545424,316.1380099,316.847093,316.7065459,317.1420248,316.6508923,316.7275997,316.5824187,316.8626694,316.6921045
5617,316.6552609,316.6346201,316.7371669,316.4288625,316.6562103,316.5935799,316.6558945,316.1392175,316.8485288,316.7079289,317.143546,316.6522463,316.7289781,316.5837504,316.864096,316.6934756
5618,316.6566143,316.6359718,316.7385395,316.43014,316.6575612,316.5949118,316.6572464,316.1404248,316.8499644,316.7093117,317.1450671,316.6536002,316.7303564,316.5850818,316.8655226,316.6948465
5619,316.6579674,316.6373233,316.7399118,316.4314173,316.658912,316.5962436,316.6585981,316.141632,316.8513999,316.7106943,317.1465879,316.6549538,316.7317345,316.5864131,316.8669489,316.6962173
5620,316.6593204,316.6386746,316.741284,316.4326944,316.6602626,316.5975751,316.6599497,316.142839,316.8528352,316.7120768,317.1481086,316.6563073,316.7331125,316.5877442,316.8683751,316.6975879
5621,316.6606732,316.6400258,316.742656,316.4339713,316.661613,316.5989065,316.661301,316.1440458,316.8542703,316.7134591,317.1496292,316.6576606,316.7344902,316.5890751,316.8698011,316.6989583
5622,316.6620258,316.6413768,316.7440278,316.435248,316.6629632,316.6002378,316.6626522,316.1452524,316.8557053,316.7148412,317.1511496,316.6590138,316.7358678,316.5904059,316.8712269,316.7003285
5623,316.6633782,316.6427277,316.7453995,316.4365246,316.6643132,316.6015688,316.6640032,316.1464589,316.8571401,316.7162232,317.1526698,316.6603668,316.7372453,316.5917364,316.8726526,316.7016986
5624,316.6647305,316.6440783,316.7467709,316.437801,316.6656631,316.6028997,316.6653541,316.1476651,316.8585748,316.717605,317.1541898,316.6617196,316.7386225,316.5930668,316.8740781,316.7030685
5625,316.6660826,316.6454288,316.7481422,316.4390772,316.6670128,316.6042304,316.6667048,316.1488712,316.8600093,316.7189866,317.1557097,316.6630722,316.7399996,316.5943971,316.8755034,316.7044382
5626,316.6674345,316.6467791,316.7495134,316.4403532,316.6683624,316.6055609,316.6680552,316.1500771,316.8614436,316.7203681,317.1572294,316.6644247,316.7413765,316.5957271,316.8769286,316.7058078
5627,316.6687863,316.6481293,316.7508843,316.4416291,316.6697117,316.6068913,316.6694056,316.1512828,316.8628778,316.7217494,317.1587489,316.665777,316.7427532,316.597057,316.8783535,316.7071772
5628,316.6701378,316.6494793,316.7522551,316.4429048,316.6710609,316.6082215,316.6707557,316.1524883,316.8643118,316.7231306,317.1602683,316.6671291,316.7441298,316.5983867,316.8797784,316.7085464
5629,316.6714892,316.6508291,316.7536257,316.4441802,316.6724099,316.6095515,316.6721057,316.1536937,316.8657456,316.7245115,317.1617876,316.668481,316.7455061,316.5997163,316.881203,316.7099154
5630,316.6728405,316.6521787,316.7549961,316.4454556,316.6737587,316.6108813,316.6734555,316.1548988,316.8671793,316.7258923,317.1633066,316.6698328,316.7468823,316.6010456,316.8826275,316.7112843
5631,316.6741915,316.6535282,316.7563663,316.4467307,316.6751074,316.6122109,316.6748051,316.1561038,316.8686129,316.727273,317.1648255,316.6711844,316.7482584,316.6023748,316.8840518,316.712653
5632,316.6755424,316.6548775,316.7577364,316.4480056,316.6764559,316.6135404,316.6761545,316.1573086,316.8700462,316.7286534,317.1663442,316.6725358,316.7496342,316.6037038,316.885476,316.7140215
5633,316.6768931,316.6562266,316.7591063,316.4492804,316.6778042,316.6148697,316.6775038,316.1585132,316.8714794,316.7300337,317.1678628,316.6738871,316.7510099,316.6050327,316.8868999,316.7153899
5634,316.6782436,316.6575755,316.760476,316.450555,316.6791523,316.6161988,316.6788529,316.1597177,316.8729125,316.7314139,317.1693812,316.6752382,316.7523854,316.6063613,316.8883237,316.7167581
5635,316.679594,316.6589243,316.7618455,316.4518294,316.6805003,316.6175278,316.6802018,316.1609219,316.8743454,316.7327938,317.1708994,316.6765891,316.7537608,316.6076898,316.8897474,316.7181261
5636,316.6809442,316.6602729,316.7632149,316.4531036,316.6818481,316.6188565,316.6815506,316.162126,316.8757781,316.7341736,317.1724175,316.6779398,316.7551359,316.6090181,316.8911709,316.7194939
5637,316.6822942,316.6616214,316.7645841,316.4543777,316.6831957,316.6201851,316.6828991,316.1633299,316.8772106,316.7355533,317.1739354,316.6792904,316.7565109,316.6103463,316.8925942,316.7208616
5638,316.683644,316.6629696,316.7659531,316.4556516,316.6845431,316.6215136,316.6842475,316.1645336,316.878643,316.7369327,317.1754531,316.6806408,316.7578857,316.6116743,316.8940173,316.7222291
5639,316.6849936,316.6643177,316.7673219,316.4569253,316.6858903,316.6228418,316.6855957,316.1657371,316.8800753,316.738312,317.1769707,316.681991,316.7592604,316.6130021,316.8954403,316.7235964
5640,316.6863431,316.6656657,316.7686906,316.4581988,316.6872374,316.6241699,316.6869438,316.1669404,316.8815073,316.7396912,317.1784881,316.6833411,316.7606349,316.6143297,316.8968631,316.7249636
5641,316.6876924,316.6670134,316.7700591,316.4594721,316.6885843,316.6254978,316.6882916,316.1681436,316.8829392,316.7410702,317.1800054,316.684691,316.7620092,316.6156571,316.8982857,316.7263306
5642,316.6890416,316.668361,316.7714274,316.4607453,316.6899311,316.6268255,316.6896393,316.1693466,316.884371,316.742449,317.1815225,316.6860407,316.7633833,316.6169844,316.8997081,316.7276974
5643,316.6903905,316.6697084,316.7727955,316.4620182,316.6912776,316.628153,316.6909868,316.1705493,316.8858026,316.7438276,317.1830394,316.6873902,316.7647572,316.6183115,316.9011304,316.7290641
5644,316.6917393,316.6710556,316.7741634,316.463291,316.692624,316.6294804,316.6923342,316.171752,316.887234,316.7452061,317.1845561,316.6887396,316.766131,316.6196384,316.9025525,316.7304305
5645,316.6930879,316.6724027,316.7755312,316.4645636,316.6939702,316.6308076,316.6936813,316.1729544,316.8886653,316.7465844,317.1860727,316.6900888,316.7675046,316.6209652,316.9039745,316.7317968
5646,316.6944364,316.6737496,316.7768988,316.4658361,316.6953162,316.6321346,316.6950283,316.1741566,316.8900964,316.7479625,317.1875891,316.6914378,316.7688781,316.6222918,316.9053963,316.733163
5647,316.6957846,316.6750963,316.7782662,316.4671083,316.6966621,316.6334614,316.6963751,316.1753587,316.8915273,316.7493405,317.1891054,316.6927867,316.7702513,316.6236182,316.9068179,316.7345289
5648,316.6971327,316.6764429,316.7796335,316.4683804,316.6980078,316.6347881,316.6977218,316.1765606,316.8929581,316.7507183,317.1906215,316.6941353,316.7716244,316.6249444,316.9082393,316.7358947
5649,316.6984807,316.6777892,316.7810006,316.4696523,316.6993533,316.6361145,316.6990682,316.1777623,316.8943887,316.7520959,317.1921374,316.6954838,316.7729973,316.6262705,316.9096606,316.7372603
5650,316.6998284,316.6791355,316.7823675,316.470924,316.7006986,316.6374409,316.7004145,316.1789638,316.8958192,316.7534734,317.1936532,316.6968322,316.7743701,316.6275963,316.9110817,316.7386258
5651,316.701176,316.6804815,316.7837342,316.4721955,316.7020438,316.638767,316.7017606,316.1801651,316.8972495,316.7548507,317.1951688,316.6981804,316.7757426,316.6289221,316.9125027,316.739991
5652,316.7025234,316.6818274,316.7851007,316.4734669,316.7033887,316.6400929,316.7031066,316.1813662,316.8986796,316.7562278,317.1966842,316.6995283,316.777115,316.6302476,316.9139234,316.7413561
5653,316.7038706,316.683173,316.7864671,316.4747381,316.7047335,316.6414187,316.7044523,316.1825672,316.9001096,316.7576048,317.1981995,316.7008762,316.7784872,316.631573,316.915344,316.7427211
5654,316.7052176,316.6845186,316.7878333,316.4760091,316.7060782,316.6427443,316.7057979,316.183768,316.9015394,316.7589816,317.1997146,316.7022238,316.7798593,316.6328981,316.9167645,316.7440858
5655,316.7065645,316.6858639,316.7891993,316.4772799,316.7074226,316.6440698,316.7071433,316.1849686,316.902969,316.7603582,317.2012296,316.7035713,316.7812311,316.6342232,316.9181847,316.7454504
5656,316.7079112,316.6872091,316.7905652,316.4785505,316.7087669,316.645395,316.7084886,316.186169,316.9043985,316.7617347,317.2027443,316.7049186,316.7826028,316.635548,316.9196048,316.7468148
5657,316.7092577,316.6885541,316.7919308,316.479821,316.710111,316.6467201,316.7098336,316.1873692,316.9058278,316.763111,317.204259,316.7062657,316.7839744,316.6368727,316.9210248,316.7481791
5658,316.7106041,316.689899,316.7932963,316.4810912,316.7114549,316.648045,316.7111785,316.1885693,316.907257,316.7644871,317.2057734,316.7076127,316.7853457,316.6381972,316.9224445,316.7495432
5659,316.7119503,316.6912436,316.7946616,316.4823613,316.7127987,316.6493697,316.7125232,316.1897692,316.908686,316.7658631,317.2072877,316.7089595,316.7867169,316.6395215,316.9238641,316.7509071
5660,316.7132963,316.6925881,316.7960268,316.4836313,316.7141423,316.6506943,316.7138678,316.1909688,316.9101149,316.7672389,317.2088018,316.7103061,316.7880879,316.6408456,316.9252835,316.7522708
5661,316.7146421,316.6939324,316.7973917,316.484901,316.7154857,316.6520186,316.7152121,316.1921684,316.9115435,316.7686145,317.2103158,316.7116526,316.7894587,316.6421696,316.9267028,316.7536343
5662,316.7159877,316.6952766,316.7987565,316.4861705,316.7168289,316.6533428,316.7165563,316.1933677,316.9129721,316.76999,317.2118296,316.7129988,316.7908294,316.6434934,316.9281219,316.7549977
5663,316.7173332,316.6966206,316.8001211,316.4874399,316.7181719,316.6546669,316.7179003,316.1945668,316.9144004,316.7713653,317.2133432,316.714345,316.7921999,316.644817,316.9295408,316.756361
5664,316.7186785,316.6979644,316.8014855,316.4887091,316.7195148,316.6559907,316.7192442,316.1957658,316.9158286,316.7727404,317.2148567,316.7156909,316.7935702,316.6461405,316.9309595,316.757724
5665,316.7200236,316.699308,316.8028498,316.4899781,316.7208575,316.6573144,316.7205878,316.1969645,316.9172566,316.7741154,317.21637,316.7170366,316.7949403,316.6474637,316.9323781,316.7590869
5666,316.7213686,316.7006515,316.8042139,316.491247,316.7222001,316.6586379,316.7219313,316.1981631,316.9186845,316.7754902,317.2178831,316.7183822,316.7963103,316.6487868,316.9337965,316.7604496
5667,316.7227134,316.7019948,316.8055778,316.4925156,316.7235424,316.6599612,316.7232746,316.1993615,316.9201122,316.7768648,317.2193961,316.7197277,316.7976801,316.6501098,316.9352147,316.7618121
5668,316.724058,316.7033379,316.8069415,316.4937841,316.7248846,316.6612843,316.7246178,316.2005598,316.9215398,316.7782393,317.2209089,316.7210729,316.7990497,316.6514325,316.9366328,316.7631745
5669,316.7254024,316.7046809,316.8083051,316.4950524,316.7262266,316.6626073,316.7259607,316.2017578,316.9229671,316.7796136,317.2224215,316.722418,316.8004191,316.6527551,316.9380507,316.7645367
5670,316.7267467,316.7060236,316.8096684,316.4963205,316.7275684,316.6639301,316.7273035,316.2029557,316.9243944,316.7809877,317.223934,316.7237629,316.8017884,316.6540775,316.9394685,316.7658987
5671,316.7280908,316.7073662,316.8110316,316.4975885,316.7289101,316.6652527,316.7286461,316.2041533,316.9258214,316.7823617,317.2254463,316.7251076,316.8031575,316.6553997,316.940886,316.7672605
5672,316.7294347,316.7087087,316.8123947,316.4988562,316.7302515,316.6665752,316.7299885,316.2053508,316.9272483,316.7837355,317.2269584,316.7264522,316.8045264,316.6567218,316.9423034,316.7686222
5673,316.7307784,316.7100509,316.8137575,316.5001238,316.7315928,316.6678974,316.7313308,316.2065482,316.9286751,316.7851092,317.2284704,316.7277966,316.8058952,316.6580437,316.9437206,316.7699837
5674,316.732122,316.711393,316.8151202,316.5013912,316.732934,316.6692195,316.7326729,316.2077453,316.9301017,316.7864826,317.2299822,316.7291408,316.8072638,316.6593654,316.9451377,316.771345
5675,316.7334654,316.712735,316.8164827,316.5026584,316.7342749,316.6705414,316.7340148,316.2089422,316.9315281,316.7878559,317.2314939,316.7304848,316.8086322,316.6606869,316.9465546,316.7727062
5676,316.7348086,316.7140767,316.817845,316.5039255,316.7356157,316.6718632,316.7353565,316.210139,316.9329543,316.7892291,317.2330054,316.7318287,316.8100004,316.6620083,316.9479713,316.7740672
5677,316.7361516,316.7154183,316.8192072,316.5051923,316.7369563,316.6731847,316.7366981,316.2113356,316.9343804,316.790602,317.2345167,316.7331724,316.8113685,316.6633295,316.9493879,316.775428
5678,316.7374945,316.7167597,316.8205691,316.506459,316.7382967,316.6745061,316.7380395,316.212532,316.9358063,316.7919748,317.2360279,316.7345159,316.8127363,316.6646505,316.9508042,316.7767886
5679,316.7388372,316.7181009,316.8219309,316.5077255,316.739637,316.6758273,316.7393807,316.2137282,316.9372321,316.7933475,317.2375389,316.7358593,316.8141041,316.6659713,316.9522205,316.7781491
5680,316.7401797,316.719442,316.8232925,316.5089918,316.7409771,316.6771483,316.7407217,316.2149242,316.9386577,316.7947199,317.2390497,316.7372025,316.8154716,316.667292,316.9536365,316.7795094
5681,316.7415221,316.7207829,316.824654,316.510258,316.742317,316.6784692,316.7420626,316.2161201,316.9400832,316.7960922,317.2405604,316.7385455,316.816839,316.6686125,316.9550524,316.7808696
5682,316.7428642,316.7221236,316.8260152,316.5115239,316.7436567,316.6797899,316.7434032,316.2173158,316.9415085,316.7974644,317.2420709,316.7398883,316.8182061,316.6699328,316.9564681,316.7822295
5683,316.7442062,316.7234642,316.8273763,316.5127897,316.7449962,316.6811104,316.7447437,316.2185112,316.9429336,316.7988363,317.2435812,316.741231,316.8195732,316.671253,316.9578836,316.7835893
5684,316.7455481,316.7248046,316.8287372,316.5140553,316.7463356,316.6824307,316.7460841,316.2197065,316.9443585,316.8002081,317.2450914,316.7425735,316.82094,316.6725729,316.959299,316.7849489
5685,316.7468897,316.7261448,316.830098,316.5153207,316.7476748,316.6837509,316.7474242,316.2209017,316.9457833,316.8015798,317.2466014,316.7439158,316.8223067,316.6738927,316.9607142,316.7863084
5686,316.7482312,316.7274848,316.8314585,316.516586,316.7490138,316.6850709,316.7487642,316.2220966,316.947208,316.8029512,317.2481112,316.745258,316.8236732,316.6752124,316.9621292,316.7876677
5687,316.7495725,316.7288247,316.8328189,316.517851,316.7503527,316.6863907,316.750104,316.2232914,316.9486325,316.8043225,317.2496209,316.7465999,316.8250395,316.6765318,316.9635441,316.7890268
5688,316.7509136,316.7301644,316.8341791,316.5191159,316.7516914,316.6877103,316.7514436,316.2244859,316.9500568,316.8056937,317.2511304,316.7479417,316.8264056,316.6778511,316.9649588,316.7903857
5689,316.7522546,316.7315039,316.8355392,316.5203806,316.7530299,316.6890297,316.7527831,316.2256803,316.9514809,316.8070647,317.2526398,316.7492834,316.8277716,316.6791702,316.9663733,316.7917445
5690,316.7535953,316.7328433,316.836899,316.5216451,316.7543682,316.690349,316.7541224,316.2268745,316.9529049,316.8084355,317.254149,316.7506249,316.8291374,316.6804891,316.9677877,316.793103
5691,316.7549359,316.7341824,316.8382587,316.5229095,316.7557063,316.6916681,316.7554615,316.2280686,316.9543287,316.8098061,317.255658,316.7519661,316.8305031,316.6818079,316.9692019,316.7944615
5692,316.7562764,316.7355214,316.8396182,316.5241736,316.7570443,316.692987,316.7568004,316.2292624,316.9557524,316.8111766,317.2571668,316.7533073,316.8318685,316.6831264,316.9706159,316.7958197
5693,316.7576166,316.7368603,316.8409775,316.5254376,316.7583821,316.6943058,316.7581392,316.2304561,316.9571759,316.8125469,317.2586755,316.7546482,316.8332338,316.6844449,316.9720297,316.7971778
5694,316.7589567,316.7381989,316.8423367,316.5267014,316.7597197,316.6956244,316.7594777,316.2316496,316.9585993,316.813917,317.2601841,316.755989,316.8345989,316.6857631,316.9734434,316.7985357
5695,316.7602966,316.7395374,316.8436957,316.5279651,316.7610572,316.6969428,316.7608161,316.2328428,316.9600225,316.815287,317.2616924,316.7573296,316.8359638,316.6870811,316.9748569,316.7998934
5696,316.7616363,316.7408758,316.8450545,316.5292285,316.7623944,316.698261,316.7621544,316.234036,316.9614455,316.8166568,317.2632006,316.75867,316.8373286,316.688399,316.9762703,316.801251
5697,316.7629759,316.7422139,316.8464131,316.5304918,316.7637315,316.699579,316.7634924,316.2352289,316.9628683,316.8180264,317.2647087,316.7600103,316.8386932,316.6897167,316.9776835,316.8026084
5698,316.7643153,316.7435519,316.8477715,316.5317548,316.7650685,316.7008969,316.7648303,316.2364216,316.964291,316.8193959,317.2662165,316.7613504,316.8400576,316.6910343,316.9790965,316.8039656
5699,316.7656545,316.7448897,316.8491298,316.5330178,316.7664052,316.7022146,316.766168,316.2376142,316.9657136,316.8207652,317.2677242,316.7626903,316.8414219,316.6923516,316.9805093,316.8053226
5700,316.7669935,316.7462274,316.8504879,316.5342805,316.7677418,316.7035321,316.7675055,316.2388066,316.9671359,316.8221343,317.2692318,316.7640301,316.8427859,316.6936688,316.981922,316.8066795
5701,316.7683324,316.7475648,316.8518458,316.535543,316.7690782,316.7048495,316.7688429,316.2399988,316.9685582,316.8235033,317.2707392,316.7653697,316.8441498,316.6949858,316.9833345,316.8080362
5702,316.7696711,316.7489021,316.8532036,316.5368054,316.7704144,316.7061666,316.77018,316.2411908,316.9699802,316.8248721,317.2722464,316.7667091,316.8455136,316.6963027,316.9847468,316.8093928
5703,316.7710096,316.7502392,316.8545611,316.5380676,316.7717505,316.7074836,316.771517,316.2423826,316.9714021,316.8262407,317.2737534,316.7680483,316.8468771,316.6976194,316.986159,316.8107491
5704,316.7723479,316.7515762,316.8559185,316.5393296,316.7730863,316.7088004,316.7728539,316.2435743,316.9728238,316.8276092,317.2752603,316.7693874,316.8482405,316.6989358,316.987571,316.8121053
5705,316.7736861,316.752913,316.8572757,316.5405914,316.774422,316.7101171,316.7741905,316.2447658,316.9742454,316.8289775,317.276767,316.7707262,316.8496037,316.7002522,316.9889828,316.8134613
5706,316.7750241,316.7542496,316.8586328,316.541853,316.7757576,316.7114335,316.775527,316.2459571,316.9756668,316.8303456,317.2782736,316.772065,316.8509667,316.7015683,316.9903945,316.8148172
5707,316.7763619,316.755586,316.8599896,316.5431145,316.7770929,316.7127498,316.7768633,316.2471482,316.977088,316.8317136,317.27978,316.7734035,316.8523296,316.7028843,316.9918059,316.8161729
5708,316.7776996,316.7569223,316.8613463,316.5443758,316.7784281,316.7140659,316.7781994,316.2483391,316.9785091,316.8330814,317.2812862,316.7747419,316.8536923,316.7042001,316.9932173,316.8175284
5709,316.779037,316.7582584,316.8627028,316.5456369,316.7797631,316.7153819,316.7795354,316.2495298,316.9799301,316.834449,317.2827922,316.7760801,316.8550548,316.7055157,316.9946284,316.8188837
5710,316.7803743,316.7595943,316.8640592,316.5468978,316.7810979,316.7166976,316.7808711,316.2507204,316.9813508,316.8358165,317.2842981,316.7774181,316.8564171,316.7068312,316.9960394,316.8202389
5711,316.7817114,316.7609301,316.8654153,316.5481586,316.7824325,316.7180132,316.7822067,316.2519108,316.9827714,316.8371838,317.2858039,316.778756,316.8577793,316.7081464,316.9974502,316.8215939
