T(s),S1-1B-D,S1-1B-S,S1-2B-D,S1-2B-S,S1-3B-D,S1-3B-S,S1-4B-D,S1-4B-S,S1-5B-D,S1-5B-S,S1-6B-D,S1-6B-S,S1-7B-D,S1-7B-S,S1-8B-D,S1-8B-S
2368,310.6245656,310.6236119,310.6445953,310.5953222,310.6430734,310.6124358,310.6390649,310.4983849,310.6602447,310.6395834,310.6912484,310.6569355,310.6428747,310.6306674,310.6567831,310.6152535
2369,310.6270305,310.6260679,310.6470742,310.5977427,310.6455242,310.614894,310.6415169,310.5007617,310.6627206,310.6420413,310.6937924,310.659371,310.6453427,310.6331041,310.6592784,310.6177345
2370,310.6294954,310.628524,310.649553,310.6001632,310.647975,310.6173522,310.6439688,310.5031384,310.6651966,310.6444992,310.6963365,310.6618065,310.6478107,310.6355408,310.6617737,310.6202155
2371,310.6319603,310.6309801,310.6520319,310.6025837,310.6504259,310.6198104,310.6464207,310.5055152,310.6676725,310.6469571,310.6988805,310.664242,310.6502787,310.6379774,310.664269,310.6226965
2372,310.6344252,310.6334361,310.6545107,310.6050042,310.6528767,310.6222686,310.6488726,310.507892,310.6701484,310.649415,310.7014245,310.6666775,310.6527467,310.6404141,310.6667642,310.6251775
2373,310.6368901,310.6358922,310.6569896,310.6074247,310.6553275,310.6247268,310.6513246,310.5102688,310.6726243,310.6518729,310.7039686,310.669113,310.6552147,310.6428508,310.6692595,310.6276585
2374,310.639355,310.6383483,310.6594685,310.6098452,310.6577784,310.627185,310.6537765,310.5126455,310.6751002,310.6543307,310.7065126,310.6715485,310.6576827,310.6452875,310.6717548,310.6301395
2375,310.6418199,310.6408043,310.6619473,310.6122657,310.6602292,310.6296432,310.6562284,310.5150223,310.6775762,310.6567886,310.7090566,310.673984,310.6601507,310.6477242,310.6742501,310.6326205
2376,310.6442848,310.6432604,310.6644262,310.6146862,310.66268,310.6321014,310.6586804,310.5173991,310.6800521,310.6592465,310.7116007,310.6764195,310.6626187,310.6501609,310.6767454,310.6351016
2377,310.6467497,310.6457164,310.6669051,310.6171067,310.6651308,310.6345596,310.6611323,310.5197758,310.682528,310.6617044,310.7141447,310.678855,310.6650868,310.6525976,310.6792407,310.6375826
2378,310.6492146,310.6481725,310.6693839,310.6195272,310.6675817,310.6370177,310.6635842,310.5221526,310.6850039,310.6641623,310.7166888,310.6812905,310.6675548,310.6550343,310.6817359,310.6400636
2379,310.6516794,310.6506286,310.6718628,310.6219477,310.6700325,310.6394759,310.6660361,310.5245294,310.6874799,310.6666202,310.7192328,310.683726,310.6700228,310.657471,310.6842312,310.6425446
2380,310.6541443,310.6530846,310.6743416,310.6243682,310.6724833,310.6419341,310.6684881,310.5269061,310.6899558,310.6690781,310.7217768,310.6861615,310.6724908,310.6599077,310.6867265,310.6450256
2381,310.6566092,310.6555407,310.6768205,310.6267887,310.6749342,310.6443923,310.67094,310.5292829,310.6924317,310.671536,310.7243209,310.688597,310.6749588,310.6623444,310.6892218,310.6475066
2382,310.6590741,310.6579967,310.6792994,310.6292092,310.677385,310.6468505,310.6733919,310.5316597,310.6949076,310.6739939,310.7268649,310.6910325,310.6774268,310.6647811,310.6917171,310.6499876
2383,310.661539,310.6604528,310.6817782,310.6316296,310.6798358,310.6493087,310.6758439,310.5340365,310.6973836,310.6764518,310.7294089,310.693468,310.6798948,310.6672178,310.6942124,310.6524686
2384,310.6640039,310.6629089,310.6842571,310.6340501,310.6822867,310.6517669,310.6782958,310.5364132,310.6998595,310.6789097,310.731953,310.6959035,310.6823628,310.6696545,310.6967077,310.6549497
2385,310.6664688,310.6653649,310.686736,310.6364706,310.6847375,310.6542251,310.6807477,310.53879,310.7023354,310.6813676,310.734497,310.6983389,310.6848308,310.6720911,310.6992029,310.6574307
2386,310.6689337,310.667821,310.6892148,310.6388911,310.6871883,310.6566833,310.6831996,310.5411668,310.7048113,310.6838255,310.737041,310.7007744,310.6872988,310.6745278,310.7016982,310.6599117
2387,310.6713986,310.6702771,310.6916937,310.6413116,310.6896392,310.6591415,310.6856516,310.5435435,310.7072873,310.6862834,310.7395851,310.7032099,310.6897668,310.6769645,310.7041935,310.6623927
2388,310.6738635,310.6727331,310.6941725,310.6437321,310.69209,310.6615997,310.6881035,310.5459203,310.7097632,310.6887413,310.7421291,310.7056454,310.6922348,310.6794012,310.7066888,310.6648737
2389,310.6763284,310.6751892,310.6966514,310.6461526,310.6945408,310.6640579,310.6905554,310.5482971,310.7122391,310.6911992,310.7446732,310.7080809,310.6947028,310.6818379,310.7091841,310.6673547
2390,310.6787933,310.6776452,310.6991303,310.6485731,310.6969917,310.6665161,310.6930074,310.5506738,310.714715,310.693657,310.7472172,310.7105164,310.6971708,310.6842746,310.7116794,310.6698357
2391,310.6812582,310.6801013,310.7016091,310.6509936,310.6994425,310.6689743,310.6954593,310.5530506,310.717191,310.6961149,310.7497612,310.7129519,310.6996388,310.6867113,310.7141746,310.6723167
2392,310.683723,310.6825574,310.704088,310.6534141,310.7018933,310.6714325,310.6979112,310.5554274,310.7196669,310.6985728,310.7523053,310.7153874,310.7021068,310.689148,310.7166699,310.6747977
2393,310.6861879,310.6850134,310.7065669,310.6558346,310.7043442,310.6738907,310.7003631,310.5578042,310.7221428,310.7010307,310.7548493,310.7178229,310.7045748,310.6915847,310.7191652,310.6772788
2394,310.6886528,310.6874695,310.7090457,310.6582551,310.706795,310.6763488,310.7028151,310.5601809,310.7246187,310.7034886,310.7573933,310.7202584,310.7070429,310.6940214,310.7216605,310.6797598
2395,310.6911177,310.6899256,310.7115246,310.6606756,310.7092458,310.678807,310.705267,310.5625577,310.7270947,310.7059465,310.7599374,310.7226939,310.7095109,310.6964581,310.7241558,310.6822408
2396,310.6935826,310.6923816,310.7140035,310.6630961,310.7116966,310.6812652,310.7077189,310.5649345,310.7295706,310.7084044,310.7624814,310.7251294,310.7119789,310.6988948,310.7266511,310.6847218
2397,310.6960475,310.6948377,310.7164823,310.6655166,310.7141475,310.6837234,310.7101708,310.5673112,310.7320465,310.7108623,310.7650254,310.7275649,310.7144469,310.7013315,310.7291463,310.6872028
2398,310.6985124,310.6972937,310.7189612,310.6679371,310.7165983,310.6861816,310.7126228,310.569688,310.7345224,310.7133202,310.7675695,310.7300004,310.7169149,310.7037682,310.7316416,310.6896838
2399,310.7009773,310.6997498,310.72144,310.6703576,310.7190491,310.6886398,310.7150747,310.5720648,310.7369984,310.7157781,310.7701135,310.7324359,310.7193829,310.7062048,310.7341369,310.6921648
2400,310.7034422,310.7022059,310.7239189,310.6727781,310.7215,310.691098,310.7175266,310.5744416,310.7394743,310.718236,310.7726575,310.7348714,310.7218509,310.7086415,310.7366322,310.6946458
2401,310.7059071,310.7046619,310.7263978,310.6751986,310.7239508,310.6935562,310.7199786,310.5768183,310.7419502,310.7206939,310.7752016,310.7373069,310.7243189,310.7110782,310.7391275,310.6971269
2402,310.708372,310.707118,310.7288766,310.6776191,310.7264016,310.6960144,310.7224305,310.5791951,310.7444261,310.7231518,310.7777456,310.7397424,310.7267869,310.7135149,310.7416228,310.6996079
2403,310.7108369,310.7095741,310.7313555,310.6800396,310.7288525,310.6984726,310.7248824,310.5815719,310.7469021,310.7256097,310.7802897,310.7421779,310.7292549,310.7159516,310.744118,310.7020889
2404,310.7133018,310.7120301,310.7338344,310.68246,310.7313033,310.7009308,310.7273343,310.5839486,310.749378,310.7280676,310.7828337,310.7446134,310.7317229,310.7183883,310.7466133,310.7045699
2405,310.7157667,310.7144862,310.7363132,310.6848805,310.7337541,310.703389,310.7297863,310.5863254,310.7518539,310.7305254,310.7853777,310.7470489,310.7341909,310.720825,310.7491086,310.7070509
2406,310.7182315,310.7169422,310.7387921,310.687301,310.736205,310.7058472,310.7322382,310.5887022,310.7543298,310.7329833,310.7879218,310.7494844,310.7366589,310.7232617,310.7516039,310.7095319
2407,310.7206964,310.7193983,310.7412709,310.6897215,310.7386558,310.7083054,310.7346901,310.5910789,310.7568058,310.7354412,310.7904658,310.7519199,310.7391269,310.7256984,310.7540992,310.7120129
2408,310.7231613,310.7218544,310.7437498,310.692142,310.7411066,310.7107636,310.7371421,310.5934557,310.7592817,310.7378991,310.7930098,310.7543554,310.7415949,310.7281351,310.7565945,310.7144939
2409,310.7256262,310.7243104,310.7462287,310.6945625,310.7435575,310.7132217,310.739594,310.5958325,310.7617576,310.740357,310.7955539,310.7567909,310.7440629,310.7305718,310.7590897,310.7169749
2410,310.7280911,310.7267665,310.7487075,310.696983,310.7460083,310.7156799,310.7420459,310.5982093,310.7642335,310.7428149,310.7980979,310.7592264,310.7465309,310.7330085,310.761585,310.719456
2411,310.730556,310.7292226,310.7511864,310.6994035,310.7484591,310.7181381,310.7444978,310.600586,310.7667094,310.7452728,310.8006419,310.7616619,310.748999,310.7354452,310.7640803,310.721937
2412,310.7330209,310.7316786,310.7536653,310.701824,310.75091,310.7205963,310.7469498,310.6029628,310.7691854,310.7477307,310.803186,310.7640974,310.751467,310.7378819,310.7665756,310.724418
2413,310.7354858,310.7341347,310.7561441,310.7042445,310.7533608,310.7230545,310.7494017,310.6053396,310.7716613,310.7501886,310.80573,310.7665328,310.753935,310.7403186,310.7690709,310.726899
2414,310.7379507,310.7365907,310.758623,310.706665,310.7558116,310.7255127,310.7518536,310.6077163,310.7741372,310.7526465,310.808274,310.7689683,310.756403,310.7427552,310.7715662,310.72938
2415,310.7404156,310.7390468,310.7611018,310.7090855,310.7582625,310.7279709,310.7543056,310.6100931,310.7766131,310.7551044,310.8108181,310.7714038,310.758871,310.7451919,310.7740615,310.731861
2416,310.7428805,310.7415029,310.7635807,310.711506,310.7607133,310.7304291,310.7567575,310.6124699,310.7790891,310.7575623,310.8133621,310.7738393,310.761339,310.7476286,310.7765567,310.734342
2417,310.7453454,310.7439589,310.7660596,310.7139265,310.7631641,310.7328873,310.7592094,310.6148466,310.781565,310.7600202,310.8159062,310.7762748,310.763807,310.7500653,310.779052,310.736823
2418,310.7478103,310.746415,310.7685384,310.716347,310.7656149,310.7353455,310.7616613,310.6172234,310.7840409,310.7624781,310.8184502,310.7787103,310.766275,310.752502,310.7815473,310.7393041
2419,310.7502752,310.7488711,310.7710173,310.7187675,310.7680658,310.7378037,310.7641133,310.6196002,310.7865168,310.764936,310.8209942,310.7811458,310.768743,310.7549387,310.7840426,310.7417851
2420,310.75274,310.7513271,310.7734962,310.721188,310.7705166,310.7402619,310.7665652,310.621977,310.7889928,310.7673939,310.8235383,310.7835813,310.771211,310.7573754,310.7865379,310.7442661
2421,310.7552049,310.7537832,310.775975,310.7236085,310.7729674,310.7427201,310.7690171,310.6243537,310.7914687,310.7698517,310.8260823,310.7860168,310.773679,310.7598121,310.7890332,310.7467471
2422,310.7576698,310.7562392,310.7784539,310.726029,310.7754183,310.7451783,310.771469,310.6267305,310.7939446,310.7723096,310.8286263,310.7884523,310.776147,310.7622488,310.7915284,310.7492281
2423,310.7601347,310.7586953,310.7809327,310.7284495,310.7778691,310.7476365,310.773921,310.6291073,310.7964205,310.7747675,310.8311704,310.7908878,310.778615,310.7646855,310.7940237,310.7517091
2424,310.7625996,310.7611514,310.7834116,310.7308699,310.7803199,310.7500947,310.7763729,310.631484,310.7988965,310.7772254,310.8337144,310.7933233,310.781083,310.7671222,310.796519,310.7541901
2425,310.7650645,310.7636074,310.7858905,310.7332904,310.7827708,310.7525528,310.7788248,310.6338608,310.8013724,310.7796833,310.8362584,310.7957588,310.783551,310.7695589,310.7990143,310.7566711
2426,310.7675294,310.7660635,310.7883693,310.7357109,310.7852216,310.755011,310.7812768,310.6362376,310.8038483,310.7821412,310.8388025,310.7981943,310.786019,310.7719956,310.8015096,310.7591522
2427,310.7699943,310.7685196,310.7908482,310.7381314,310.7876724,310.7574692,310.7837287,310.6386143,310.8063242,310.7845991,310.8413465,310.8006298,310.7884871,310.7744323,310.8040049,310.7616332
2428,310.7724592,310.7709756,310.7933271,310.7405519,310.7901233,310.7599274,310.7861806,310.6409911,310.8088002,310.787057,310.8438906,310.8030653,310.7909551,310.7768689,310.8065001,310.7641142
2429,310.7749241,310.7734317,310.7958059,310.7429724,310.7925741,310.7623856,310.7886325,310.6433679,310.8112761,310.7895149,310.8464346,310.8055008,310.7934231,310.7793056,310.8089954,310.7665952
2430,310.777389,310.7758877,310.7982848,310.7453929,310.7950249,310.7648438,310.7910845,310.6457447,310.813752,310.7919728,310.8489786,310.8079363,310.7958911,310.7817423,310.8114907,310.7690762
2431,310.7798539,310.7783438,310.8007637,310.7478134,310.7974758,310.767302,310.7935364,310.6481214,310.8162279,310.7944307,310.8515227,310.8103718,310.7983591,310.784179,310.813986,310.7715572
2432,310.7823188,310.7807999,310.8032425,310.7502339,310.7999266,310.7697602,310.7959883,310.6504982,310.8187039,310.7968886,310.8540667,310.8128073,310.8008271,310.7866157,310.8164813,310.7740382
2433,310.7847836,310.7832559,310.8057214,310.7526544,310.8023774,310.7722184,310.7984403,310.652875,310.8211798,310.7993465,310.8566107,310.8152428,310.8032951,310.7890524,310.8189766,310.7765192
2434,310.7872485,310.785712,310.8082002,310.7550749,310.8048283,310.7746766,310.8008922,310.6552517,310.8236557,310.8018044,310.8591548,310.8176783,310.8057631,310.7914891,310.8214718,310.7790002
2435,310.7897134,310.7881681,310.8106791,310.7574954,310.8072791,310.7771348,310.8033441,310.6576285,310.8261316,310.8042623,310.8616988,310.8201138,310.8082311,310.7939258,310.8239671,310.7814813
2436,310.7921783,310.7906241,310.813158,310.7599159,310.8097299,310.779593,310.805796,310.6600053,310.8286076,310.8067202,310.8642428,310.8225493,310.8106991,310.7963625,310.8264624,310.7839623
2437,310.7946432,310.7930802,310.8156368,310.7623364,310.8121808,310.7820512,310.808248,310.662382,310.8310835,310.809178,310.8667869,310.8249848,310.8131671,310.7987992,310.8289577,310.7864433
2438,310.7971081,310.7955362,310.8181157,310.7647569,310.8146316,310.7845094,310.8106999,310.6647588,310.8335594,310.8116359,310.8693309,310.8274203,310.8156351,310.8012359,310.831453,310.7889243
2439,310.799573,310.7979923,310.8205946,310.7671774,310.8170824,310.7869676,310.8131518,310.6671356,310.8360353,310.8140938,310.8718749,310.8298558,310.8181031,310.8036726,310.8339483,310.7914053
2440,310.8020379,310.8004484,310.8230734,310.7695979,310.8195332,310.7894257,310.8156038,310.6695124,310.8385113,310.8165517,310.874419,310.8322913,310.8205711,310.8061093,310.8364435,310.7938863
2441,310.8045028,310.8029044,310.8255523,310.7720184,310.8219841,310.7918839,310.8180557,310.6718891,310.8409872,310.8190096,310.876963,310.8347268,310.8230391,310.808546,310.8389388,310.7963673
2442,310.8069677,310.8053605,310.8280311,310.7744389,310.8244349,310.7943421,310.8205076,310.6742659,310.8434631,310.8214675,310.8795071,310.8371622,310.8255071,310.8109826,310.8414341,310.7988483
2443,310.8094326,310.8078166,310.83051,310.7768594,310.8268857,310.7968003,310.8229595,310.6766427,310.845939,310.8239254,310.8820511,310.8395977,310.8279751,310.8134193,310.8439294,310.8013294
2444,310.8118975,310.8102726,310.8329889,310.7792799,310.8293366,310.7992585,310.8254115,310.6790194,310.8484149,310.8263833,310.8845951,310.8420332,310.8304432,310.815856,310.8464247,310.8038104
2445,310.8143624,310.8127287,310.8354677,310.7817003,310.8317874,310.8017167,310.8278634,310.6813962,310.8508909,310.8288412,310.8871392,310.8444687,310.8329112,310.8182927,310.84892,310.8062914
2446,310.8168273,310.8151847,310.8379466,310.7841208,310.8342382,310.8041749,310.8303153,310.683773,310.8533668,310.8312991,310.8896832,310.8469042,310.8353792,310.8207294,310.8514153,310.8087724
2447,310.8192921,310.8176408,310.8404255,310.7865413,310.8366891,310.8066331,310.8327672,310.6861497,310.8558427,310.833757,310.8922272,310.8493397,310.8378472,310.8231661,310.8539105,310.8112534
2448,310.821757,310.8200969,310.8429043,310.7889618,310.8391399,310.8090913,310.8352192,310.6885265,310.8583186,310.8362149,310.8947713,310.8517752,310.8403152,310.8256028,310.8564058,310.8137344
2449,310.8242219,310.8225529,310.8453832,310.7913823,310.8415907,310.8115495,310.8376711,310.6909033,310.8607946,310.8386728,310.8973153,310.8542107,310.8427832,310.8280395,310.8589011,310.8162154
2450,310.8266868,310.825009,310.847862,310.7938028,310.8440416,310.8140077,310.840123,310.6932801,310.8632705,310.8411307,310.8998593,310.8566462,310.8452512,310.8304762,310.8613964,310.8186964
2451,310.8291517,310.8274651,310.8503409,310.7962233,310.8464924,310.8164659,310.842575,310.6956568,310.8657464,310.8435886,310.9024034,310.8590817,310.8477192,310.8329129,310.8638917,310.8211774
2452,310.8316166,310.8299211,310.8528198,310.7986438,310.8489432,310.8189241,310.8450269,310.6980336,310.8682223,310.8460465,310.9049474,310.8615172,310.8501872,310.8353496,310.866387,310.8236585
2453,310.8340815,310.8323772,310.8552986,310.8010643,310.8513941,310.8213823,310.8474788,310.7004104,310.8706983,310.8485043,310.9074915,310.8639527,310.8526552,310.8377863,310.8688822,310.8261395
2454,310.8365464,310.8348332,310.8577775,310.8034848,310.8538449,310.8238405,310.8499307,310.7027871,310.8731742,310.8509622,310.9100355,310.8663882,310.8551232,310.840223,310.8713775,310.8286205
2455,310.8390113,310.8372893,310.8602564,310.8059053,310.8562957,310.8262986,310.8523827,310.7051639,310.8756501,310.8534201,310.9125795,310.8688237,310.8575912,310.8426597,310.8738728,310.8311015
