T(s),S1-1F-D,S1-1F-S,S1-2F-D,S1-2F-S,S1-3F-D,S1-3F-S,S1-4F-D,S1-4F-S,S1-5F-D,S1-5F-S,S1-6F-D,S1-6F-S,S1-7F-D,S1-7F-S,S1-8F-D,S1-8F-S
210,299.97,299.27,299.56,299.48,300.01,299.62,300.00,299.48,300.00,299.44,299.38,299.37,300.00,299.16,300.01,299.38
211,299.99,299.29,299.57,299.49,300.03,299.63,300.02,299.50,300.02,299.46,299.40,299.39,300.02,299.18,300.03,299.40
212,300.01,299.31,299.59,299.51,300.05,299.65,300.04,299.52,300.04,299.48,299.42,299.40,300.04,299.19,300.05,299.42
213,300.03,299.33,299.61,299.53,300.06,299.66,300.06,299.54,300.06,299.50,299.43,299.42,300.06,299.21,300.07,299.43
214,300.05,299.35,299.62,299.55,300.08,299.68,300.08,299.55,300.08,299.51,299.45,299.44,300.08,299.23,300.09,299.45
215,300.07,299.36,299.64,299.56,300.10,299.70,300.10,299.57,300.10,299.53,299.47,299.46,300.10,299.25,300.10,299.47
216,300.09,299.38,299.66,299.58,300.12,299.71,300.12,299.59,300.12,299.55,299.49,299.48,300.12,299.27,300.12,299.49
217,300.10,299.40,299.67,299.60,300.14,299.73,300.14,299.61,300.14,299.56,299.51,299.49,300.14,299.29,300.14,299.50
218,300.12,299.42,299.69,299.61,300.16,299.74,300.16,299.62,300.16,299.58,299.52,299.51,300.16,299.31,300.16,299.52
219,300.14,299.44,299.71,299.63,300.18,299.76,300.18,299.64,300.18,299.60,299.54,299.53,300.18,299.32,300.18,299.54
220,300.16,299.45,299.72,299.65,300.20,299.77,300.20,299.66,300.20,299.61,299.56,299.55,300.20,299.34,300.20,299.56
221,300.18,299.47,299.74,299.66,300.22,299.79,300.22,299.67,300.22,299.63,299.58,299.56,300.22,299.36,300.22,299.57
222,300.20,299.49,299.75,299.68,300.24,299.81,300.24,299.69,300.24,299.65,299.59,299.58,300.24,299.38,300.24,299.59
223,300.22,299.51,299.77,299.70,300.26,299.82,300.26,299.71,300.26,299.67,299.61,299.60,300.26,299.40,300.26,299.61
224,300.24,299.53,299.79,299.71,300.28,299.84,300.28,299.73,300.28,299.68,299.63,299.62,300.28,299.42,300.28,299.63
225,300.26,299.54,299.80,299.73,300.30,299.85,300.30,299.74,300.30,299.70,299.65,299.63,300.30,299.43,300.30,299.65
226,300.28,299.56,299.82,299.75,300.32,299.87,300.32,299.76,300.32,299.72,299.67,299.65,300.32,299.45,300.32,299.66
227,300.30,299.58,299.84,299.76,300.34,299.88,300.34,299.78,300.34,299.73,299.68,299.67,300.34,299.47,300.34,299.68
228,300.32,299.60,299.85,299.78,300.36,299.90,300.36,299.79,300.36,299.75,299.70,299.69,300.36,299.49,300.36,299.70
229,300.34,299.62,299.87,299.80,300.38,299.92,300.38,299.81,300.38,299.77,299.72,299.70,300.38,299.51,300.38,299.72
230,300.36,299.63,299.89,299.82,300.40,299.93,300.40,299.83,300.40,299.79,299.74,299.72,300.40,299.53,300.40,299.73
231,300.38,299.65,299.90,299.83,300.42,299.94,300.41,299.84,300.41,299.80,299.75,299.74,300.42,299.54,300.42,299.75
232,300.40,299.66,299.91,299.84,300.43,299.96,300.43,299.85,300.43,299.81,299.76,299.75,300.43,299.55,300.44,299.76
233,300.41,299.67,299.92,299.85,300.45,299.97,300.45,299.86,300.45,299.82,299.78,299.76,300.45,299.56,300.45,299.77
234,300.43,299.68,299.93,299.86,300.46,299.98,300.46,299.88,300.46,299.83,299.79,299.77,300.46,299.58,300.47,299.78
235,300.44,299.69,299.95,299.87,300.48,299.99,300.48,299.89,300.48,299.84,299.80,299.78,300.48,299.59,300.49,299.79
236,300.46,299.70,299.96,299.88,300.50,300.00,300.50,299.90,300.50,299.85,299.81,299.79,300.50,299.60,300.50,299.80
237,300.47,299.71,299.97,299.89,300.51,300.01,300.51,299.91,300.51,299.86,299.83,299.80,300.51,299.61,300.52,299.81
238,300.49,299.73,299.98,299.90,300.53,300.02,300.53,299.92,300.53,299.87,299.84,299.81,300.53,299.62,300.53,299.82
239,300.50,299.74,299.99,299.91,300.55,300.03,300.54,299.93,300.55,299.89,299.85,299.82,300.55,299.63,300.55,299.84
240,300.52,299.75,300.00,299.92,300.56,300.04,300.56,299.94,300.56,299.90,299.86,299.83,300.56,299.64,300.57,299.85
241,300.54,299.76,300.01,299.94,300.58,300.05,300.58,299.95,300.58,299.91,299.87,299.85,300.58,299.66,300.58,299.86
242,300.55,299.77,300.03,299.95,300.60,300.06,300.59,299.96,300.60,299.92,299.89,299.86,300.60,299.67,300.60,299.87
243,300.57,299.78,300.04,299.96,300.61,300.07,300.61,299.97,300.61,299.93,299.90,299.87,300.61,299.68,300.62,299.88
244,300.58,299.79,300.05,299.97,300.63,300.08,300.63,299.98,300.63,299.94,299.91,299.88,300.63,299.69,300.63,299.89
245,300.60,299.80,300.06,299.98,300.64,300.09,300.64,299.99,300.64,299.95,299.92,299.89,300.64,299.70,300.65,299.90
246,300.61,299.81,300.07,299.99,300.66,300.10,300.66,300.01,300.66,299.96,299.93,299.90,300.66,299.71,300.67,299.91
247,300.63,299.83,300.08,300.00,300.68,300.11,300.68,300.02,300.68,299.97,299.95,299.91,300.68,299.72,300.68,299.92
248,300.65,299.84,300.09,300.01,300.69,300.12,300.69,300.03,300.69,299.98,299.96,299.92,300.69,299.74,300.70,299.93
249,300.66,299.85,300.11,300.02,300.71,300.13,300.71,300.04,300.71,299.99,299.97,299.93,300.71,299.75,300.72,299.95
250,300.68,299.86,300.12,300.03,300.73,300.14,300.72,300.05,300.73,300.00,299.98,299.94,300.73,299.76,300.73,299.96
251,300.69,299.87,300.13,300.04,300.74,300.15,300.74,300.06,300.74,300.02,299.99,299.95,300.74,299.77,300.75,299.97
252,300.71,299.88,300.14,300.05,300.76,300.16,300.76,300.07,300.76,300.03,300.01,299.97,300.76,299.78,300.76,299.98
253,300.72,299.89,300.15,300.06,300.77,300.17,300.77,300.08,300.78,300.04,300.02,299.98,300.78,299.79,300.78,299.99
254,300.74,299.90,300.16,300.08,300.79,300.18,300.79,300.09,300.79,300.05,300.03,299.99,300.79,299.80,300.80,300.00
255,300.76,299.92,300.17,300.09,300.81,300.20,300.81,300.10,300.81,300.06,300.04,300.00,300.81,299.82,300.81,300.01
256,300.77,299.93,300.19,300.10,300.82,300.21,300.82,300.11,300.83,300.07,300.06,300.01,300.82,299.83,300.83,300.02
257,300.79,299.94,300.20,300.11,300.84,300.22,300.84,300.12,300.84,300.08,300.07,300.02,300.84,299.84,300.85,300.03
258,300.80,299.95,300.21,300.12,300.86,300.23,300.85,300.13,300.86,300.09,300.08,300.03,300.86,299.85,300.86,300.04
259,300.82,299.96,300.22,300.13,300.87,300.24,300.87,300.15,300.88,300.10,300.09,300.04,300.87,299.86,300.88,300.06
260,300.83,299.97,300.23,300.14,300.89,300.25,300.89,300.16,300.89,300.11,300.10,300.05,300.89,299.87,300.90,300.07
261,300.85,299.98,300.24,300.15,300.90,300.26,300.90,300.17,300.91,300.12,300.12,300.06,300.91,299.88,300.91,300.08
262,300.87,299.99,300.25,300.16,300.92,300.27,300.92,300.18,300.92,300.13,300.13,300.08,300.92,299.90,300.93,300.09
263,300.88,300.00,300.27,300.17,300.94,300.28,300.94,300.19,300.94,300.15,300.14,300.09,300.94,299.91,300.95,300.10
264,300.90,300.02,300.28,300.18,300.95,300.29,300.95,300.20,300.96,300.16,300.15,300.10,300.96,299.92,300.96,300.11
265,300.91,300.03,300.29,300.19,300.97,300.30,300.97,300.21,300.97,300.17,300.16,300.11,300.97,299.93,300.98,300.12
266,300.93,300.04,300.30,300.20,300.99,300.31,300.98,300.22,300.99,300.18,300.18,300.12,300.99,299.94,300.99,300.13
267,300.94,300.05,300.31,300.21,301.00,300.32,301.00,300.23,301.01,300.19,300.19,300.13,301.01,299.95,301.01,300.14
268,300.96,300.06,300.32,300.23,301.02,300.33,301.02,300.24,301.02,300.20,300.20,300.14,301.02,299.96,301.03,300.16
269,300.98,300.07,300.33,300.24,301.03,300.34,301.03,300.25,301.04,300.21,300.21,300.15,301.04,299.98,301.04,300.17
270,300.99,300.08,300.35,300.25,301.05,300.35,301.05,300.26,301.06,300.22,300.22,300.16,301.05,299.99,301.06,300.18
271,301.01,300.09,300.36,300.26,301.07,300.36,301.07,300.28,301.07,300.23,300.24,300.17,301.07,300.00,301.08,300.19
272,301.02,300.10,300.37,300.27,301.08,300.37,301.08,300.29,301.09,300.24,300.25,300.19,301.09,300.01,301.09,300.20
273,301.04,300.12,300.38,300.28,301.10,300.38,301.10,300.30,301.11,300.25,300.26,300.20,301.10,300.02,301.11,300.21
274,301.05,300.13,300.39,300.29,301.12,300.39,301.12,300.31,301.12,300.26,300.27,300.21,301.12,300.03,301.13,300.22
275,301.07,300.14,300.40,300.30,301.13,300.40,301.13,300.32,301.14,300.27,300.29,300.22,301.14,300.04,301.14,300.23
276,301.09,300.15,300.41,300.31,301.15,300.41,301.15,300.33,301.15,300.29,300.30,300.23,301.15,300.06,301.16,300.24
277,301.10,300.16,300.43,300.32,301.17,300.42,301.16,300.34,301.17,300.30,300.31,300.24,301.17,300.07,301.18,300.25
278,301.12,300.17,300.44,300.33,301.18,300.44,301.18,300.35,301.19,300.31,300.32,300.25,301.19,300.08,301.19,300.27
279,301.13,300.18,300.45,300.34,301.20,300.45,301.20,300.36,301.20,300.32,300.33,300.26,301.20,300.09,301.21,300.28
280,301.15,300.19,300.46,300.35,301.21,300.46,301.21,300.37,301.22,300.33,300.35,300.27,301.22,300.10,301.22,300.29
281,301.16,300.21,300.47,300.37,301.23,300.47,301.23,300.38,301.24,300.34,300.36,300.28,301.23,300.11,301.24,300.30
282,301.18,300.22,300.48,300.38,301.25,300.48,301.25,300.39,301.25,300.35,300.37,300.29,301.25,300.12,301.26,300.31
283,301.20,300.23,300.49,300.39,301.26,300.49,301.26,300.41,301.27,300.36,300.38,300.31,301.27,300.14,301.27,300.32
284,301.21,300.24,300.51,300.40,301.28,300.50,301.28,300.42,301.29,300.37,300.39,300.32,301.28,300.15,301.29,300.33
285,301.23,300.25,300.52,300.41,301.30,300.51,301.29,300.43,301.30,300.38,300.41,300.33,301.30,300.16,301.31,300.34
286,301.24,300.26,300.53,300.42,301.31,300.52,301.31,300.44,301.32,300.39,300.42,300.34,301.32,300.17,301.32,300.35
287,301.26,300.27,300.54,300.43,301.33,300.53,301.33,300.45,301.34,300.40,300.43,300.35,301.33,300.18,301.34,300.36
288,301.27,300.28,300.55,300.44,301.34,300.54,301.34,300.46,301.35,300.42,300.44,300.36,301.35,300.19,301.36,300.38
289,301.29,300.29,300.56,300.45,301.36,300.55,301.36,300.47,301.37,300.43,300.45,300.37,301.37,300.20,301.37,300.39
290,301.31,300.31,300.57,300.46,301.38,300.56,301.38,300.48,301.39,300.44,300.47,300.38,301.38,300.22,301.39,300.40
291,301.32,300.32,300.59,300.47,301.39,300.57,301.39,300.49,301.40,300.45,300.48,300.39,301.40,300.23,301.41,300.41
292,301.34,300.33,300.60,300.48,301.41,300.58,301.41,300.50,301.42,300.46,300.49,300.40,301.42,300.24,301.42,300.42
293,301.35,300.34,300.61,300.49,301.43,300.59,301.42,300.51,301.43,300.47,300.50,300.42,301.43,300.25,301.44,300.43
294,301.37,300.35,300.62,300.51,301.44,300.60,301.44,300.52,301.45,300.48,300.52,300.43,301.45,300.26,301.45,300.44
295,301.38,300.36,300.63,300.52,301.46,300.61,301.46,300.54,301.47,300.49,300.53,300.44,301.46,300.27,301.47,300.45
296,301.40,300.37,300.64,300.53,301.47,300.62,301.47,300.55,301.48,300.50,300.54,300.45,301.48,300.28,301.49,300.46
297,301.42,300.38,300.65,300.54,301.49,300.63,301.49,300.56,301.50,300.51,300.55,300.46,301.50,300.30,301.50,300.47
298,301.43,300.39,300.67,300.55,301.51,300.64,301.51,300.57,301.52,300.52,300.56,300.47,301.51,300.31,301.52,300.49
299,301.45,300.41,300.68,300.56,301.52,300.65,301.52,300.58,301.53,300.53,300.58,300.48,301.53,300.32,301.54,300.50
300,301.46,300.42,300.69,300.57,301.54,300.66,301.54,300.59,301.55,300.55,300.59,300.49,301.55,300.33,301.55,300.51
301,301.48,300.43,300.70,300.58,301.56,300.68,301.56,300.60,301.57,300.56,300.60,300.50,301.56,300.34,301.57,300.52
302,301.49,300.44,300.71,300.59,301.57,300.69,301.57,300.61,301.58,300.57,300.61,300.51,301.58,300.35,301.59,300.53
303,301.51,300.45,300.72,300.60,301.59,300.70,301.59,300.62,301.60,300.58,300.62,300.53,301.60,300.36,301.60,300.54
304,301.53,300.46,300.73,300.61,301.61,300.71,301.60,300.63,301.62,300.59,300.64,300.54,301.61,300.38,301.62,300.55
305,301.54,300.47,300.75,300.62,301.62,300.72,301.62,300.64,301.63,300.60,300.65,300.55,301.63,300.39,301.64,300.56
306,301.56,300.48,300.76,300.63,301.64,300.73,301.64,300.65,301.65,300.61,300.66,300.56,301.64,300.40,301.65,300.57
307,301.57,300.50,300.77,300.64,301.65,300.74,301.65,300.67,301.66,300.62,300.67,300.57,301.66,300.41,301.67,300.58
308,301.59,300.51,300.78,300.66,301.67,300.75,301.67,300.68,301.68,300.63,300.68,300.58,301.68,300.42,301.68,300.60
309,301.60,300.52,300.79,300.67,301.69,300.76,301.69,300.69,301.70,300.64,300.70,300.59,301.69,300.43,301.70,300.61
310,301.62,300.53,300.80,300.68,301.70,300.77,301.70,300.70,301.71,300.65,300.71,300.60,301.71,300.44,301.72,300.62
311,301.63,300.54,300.81,300.69,301.72,300.78,301.72,300.71,301.73,300.66,300.72,300.61,301.73,300.46,301.73,300.63
312,301.65,300.55,300.83,300.70,301.74,300.79,301.73,300.72,301.75,300.68,300.73,300.62,301.74,300.47,301.75,300.64
313,301.67,300.56,300.84,300.71,301.75,300.80,301.75,300.73,301.76,300.69,300.74,300.63,301.76,300.48,301.77,300.65
314,301.68,300.57,300.85,300.72,301.77,300.81,301.77,300.74,301.78,300.70,300.76,300.65,301.78,300.49,301.78,300.66
315,301.70,300.58,300.86,300.73,301.78,300.82,301.78,300.75,301.80,300.71,300.77,300.66,301.79,300.50,301.80,300.67
316,301.71,300.60,300.87,300.74,301.80,300.83,301.80,300.76,301.81,300.72,300.78,300.67,301.81,300.51,301.82,300.68
317,301.73,300.61,300.88,300.75,301.82,300.84,301.82,300.77,301.83,300.73,300.79,300.68,301.83,300.52,301.83,300.70
318,301.74,300.62,300.89,300.76,301.83,300.85,301.83,300.78,301.85,300.74,300.81,300.69,301.84,300.54,301.85,300.71
319,301.76,300.63,300.91,300.77,301.85,300.86,301.85,300.80,301.86,300.75,300.82,300.70,301.86,300.55,301.87,300.72
320,301.78,300.64,300.92,300.78,301.87,300.87,301.87,300.81,301.88,300.76,300.83,300.71,301.87,300.56,301.88,300.73
321,301.79,300.65,300.93,300.80,301.88,300.88,301.88,300.82,301.90,300.77,300.84,300.72,301.89,300.57,301.90,300.74
322,301.81,300.66,300.94,300.81,301.90,300.89,301.90,300.83,301.91,300.78,300.85,300.73,301.91,300.58,301.91,300.75
323,301.82,300.67,300.95,300.82,301.91,300.90,301.91,300.84,301.93,300.79,300.87,300.74,301.92,300.59,301.93,300.76
324,301.84,300.69,300.96,300.83,301.93,300.91,301.93,300.85,301.94,300.81,300.88,300.76,301.94,300.60,301.95,300.77
325,301.85,300.70,300.97,300.84,301.95,300.93,301.95,300.86,301.96,300.82,300.89,300.77,301.96,300.62,301.96,300.78
326,301.87,300.71,300.99,300.85,301.96,300.94,301.96,300.87,301.98,300.83,300.90,300.78,301.97,300.63,301.98,300.79
327,301.89,300.72,301.00,300.86,301.98,300.95,301.98,300.88,301.99,300.84,300.91,300.79,301.99,300.64,302.00,300.81
328,301.90,300.73,301.01,300.87,302.00,300.96,302.00,300.89,302.01,300.85,300.93,300.80,302.01,300.65,302.01,300.82
329,301.92,300.74,301.02,300.88,302.01,300.97,302.01,300.90,302.03,300.86,300.94,300.81,302.02,300.66,302.03,300.83
330,301.93,300.75,301.03,300.89,302.03,300.98,302.03,300.91,302.04,300.87,300.95,300.82,302.04,300.67,302.05,300.84
331,301.95,300.76,301.04,300.90,302.05,300.99,302.04,300.93,302.06,300.88,300.96,300.83,302.05,300.68,302.06,300.85
332,301.96,300.77,301.05,300.91,302.06,301.00,302.06,300.94,302.08,300.89,300.97,300.84,302.07,300.70,302.08,300.86
333,301.98,300.79,301.07,300.92,302.08,301.01,302.08,300.95,302.09,300.90,300.99,300.85,302.09,300.71,302.10,300.87
334,302.00,300.80,301.08,300.93,302.09,301.02,302.09,300.96,302.11,300.91,301.00,300.87,302.10,300.72,302.11,300.88
335,302.01,300.81,301.09,300.95,302.11,301.03,302.11,300.97,302.13,300.92,301.01,300.88,302.12,300.73,302.13,300.89
336,302.03,300.82,301.10,300.96,302.13,301.04,302.13,300.98,302.14,300.94,301.02,300.89,302.14,300.74,302.14,300.90
337,302.04,300.83,301.11,300.97,302.14,301.05,302.14,300.99,302.16,300.95,301.04,300.90,302.15,300.75,302.16,300.92
338,302.06,300.84,301.12,300.98,302.16,301.06,302.16,301.00,302.18,300.96,301.05,300.91,302.17,300.76,302.18,300.93
339,302.07,300.85,301.13,300.99,302.18,301.07,302.17,301.01,302.19,300.97,301.06,300.92,302.19,300.78,302.19,300.94
340,302.09,300.86,301.15,301.00,302.19,301.08,302.19,301.02,302.21,300.98,301.07,300.93,302.20,300.79,302.21,300.95
341,302.11,300.87,301.16,301.01,302.21,301.09,302.21,301.03,302.22,300.99,301.08,300.94,302.22,300.80,302.23,300.96
342,302.12,300.89,301.17,301.02,302.22,301.10,302.22,301.04,302.24,301.00,301.10,300.95,302.24,300.81,302.24,300.97
343,302.14,300.90,301.18,301.03,302.24,301.11,302.24,301.06,302.26,301.01,301.11,300.96,302.25,300.82,302.26,300.98
344,302.15,300.91,301.19,301.04,302.26,301.12,302.26,301.07,302.27,301.02,301.12,300.97,302.27,300.83,302.28,300.99
345,302.17,300.92,301.20,301.05,302.27,301.13,302.27,301.08,302.29,301.03,301.13,300.99,302.28,300.84,302.29,301.00
346,302.18,300.93,301.21,301.06,302.29,301.14,302.29,301.09,302.31,301.04,301.14,301.00,302.30,300.86,302.31,301.01
347,302.20,300.94,301.23,301.07,302.31,301.15,302.31,301.10,302.32,301.05,301.16,301.01,302.32,300.87,302.33,301.03
348,302.22,300.95,301.24,301.09,302.32,301.17,302.32,301.11,302.34,301.07,301.17,301.02,302.33,300.88,302.34,301.04
349,302.23,300.96,301.25,301.10,302.34,301.18,302.34,301.12,302.36,301.08,301.18,301.03,302.35,300.89,302.36,301.05
350,302.25,300.98,301.26,301.11,302.35,301.19,302.35,301.13,302.37,301.09,301.19,301.04,302.37,300.90,302.38,301.06
351,302.26,300.99,301.27,301.12,302.37,301.20,302.37,301.14,302.39,301.10,301.20,301.05,302.38,300.91,302.39,301.07
352,302.28,301.00,301.28,301.13,302.39,301.21,302.39,301.15,302.41,301.11,301.22,301.06,302.40,300.92,302.41,301.08
353,302.29,301.01,301.29,301.14,302.40,301.22,302.40,301.16,302.42,301.12,301.23,301.07,302.42,300.94,302.42,301.09
354,302.31,301.02,301.31,301.15,302.42,301.23,302.42,301.17,302.44,301.13,301.24,301.08,302.43,300.95,302.44,301.10
355,302.33,301.03,301.32,301.16,302.44,301.24,302.44,301.18,302.45,301.14,301.25,301.10,302.45,300.96,302.46,301.11
356,302.34,301.04,301.33,301.17,302.45,301.25,302.45,301.20,302.47,301.15,301.27,301.11,302.46,300.97,302.47,301.13
357,302.36,301.05,301.34,301.18,302.47,301.26,302.47,301.21,302.49,301.16,301.28,301.12,302.48,300.98,302.49,301.14
358,302.37,301.06,301.35,301.19,302.48,301.27,302.48,301.22,302.50,301.17,301.29,301.13,302.50,300.99,302.51,301.15
359,302.39,301.08,301.36,301.20,302.50,301.28,302.50,301.23,302.52,301.18,301.30,301.14,302.51,301.00,302.52,301.16
360,302.40,301.09,301.37,301.21,302.52,301.29,302.52,301.24,302.54,301.20,301.31,301.15,302.53,301.02,302.54,301.17
361,302.42,301.10,301.39,301.22,302.53,301.30,302.53,301.25,302.55,301.21,301.33,301.16,302.55,301.03,302.56,301.18
362,302.44,301.11,301.40,301.24,302.55,301.31,302.55,301.26,302.57,301.22,301.34,301.17,302.56,301.04,302.57,301.19
363,302.45,301.12,301.41,301.25,302.57,301.32,302.57,301.27,302.59,301.23,301.35,301.18,302.58,301.05,302.59,301.20
364,302.47,301.13,301.42,301.26,302.58,301.33,302.58,301.28,302.60,301.24,301.36,301.19,302.60,301.06,302.61,301.21
365,302.48,301.14,301.43,301.27,302.60,301.34,302.60,301.29,302.62,301.25,301.37,301.21,302.61,301.07,302.62,301.22
366,302.50,301.15,301.44,301.28,302.62,301.35,302.61,301.30,302.64,301.26,301.39,301.22,302.63,301.08,302.64,301.24
367,302.51,301.16,301.45,301.29,302.63,301.36,302.63,301.31,302.65,301.27,301.40,301.23,302.64,301.10,302.65,301.25
368,302.53,301.18,301.47,301.30,302.65,301.37,302.65,301.33,302.67,301.28,301.41,301.24,302.66,301.11,302.67,301.26
369,302.55,301.19,301.48,301.31,302.66,301.38,302.66,301.34,302.69,301.29,301.42,301.25,302.68,301.12,302.69,301.27
370,302.56,301.20,301.49,301.32,302.68,301.39,302.68,301.35,302.70,301.30,301.43,301.26,302.69,301.13,302.70,301.28
371,302.58,301.21,301.50,301.33,302.70,301.41,302.70,301.36,302.72,301.31,301.45,301.27,302.71,301.14,302.72,301.29
372,302.59,301.22,301.51,301.34,302.71,301.42,302.71,301.37,302.73,301.33,301.46,301.28,302.73,301.15,302.74,301.30
373,302.61,301.23,301.52,301.35,302.73,301.43,302.73,301.38,302.75,301.34,301.47,301.29,302.74,301.16,302.75,301.31
374,302.62,301.24,301.54,301.36,302.75,301.44,302.75,301.39,302.77,301.35,301.48,301.30,302.76,301.18,302.77,301.32
375,302.64,301.25,301.55,301.38,302.76,301.45,302.76,301.40,302.78,301.36,301.50,301.31,302.78,301.19,302.79,301.33
376,302.65,301.27,301.56,301.39,302.78,301.46,302.78,301.41,302.80,301.37,301.51,301.33,302.79,301.20,302.80,301.35
377,302.67,301.28,301.57,301.40,302.79,301.47,302.79,301.42,302.82,301.38,301.52,301.34,302.81,301.21,302.82,301.36
378,302.69,301.29,301.58,301.41,302.81,301.48,302.81,301.43,302.83,301.39,301.53,301.35,302.83,301.22,302.84,301.37
379,302.70,301.30,301.59,301.42,302.83,301.49,302.83,301.44,302.85,301.40,301.54,301.36,302.84,301.23,302.85,301.38
380,302.72,301.31,301.60,301.43,302.84,301.50,302.84,301.46,302.87,301.41,301.56,301.37,302.86,301.25,302.87,301.39
381,302.73,301.32,301.62,301.44,302.86,301.51,302.86,301.47,302.88,301.42,301.57,301.38,302.87,301.26,302.88,301.40
382,302.75,301.33,301.63,301.45,302.88,301.52,302.88,301.48,302.90,301.43,301.58,301.39,302.89,301.27,302.90,301.41
383,302.76,301.34,301.64,301.46,302.89,301.53,302.89,301.49,302.92,301.44,301.59,301.40,302.91,301.28,302.92,301.42
384,302.78,301.35,301.65,301.47,302.91,301.54,302.91,301.50,302.93,301.46,301.60,301.41,302.92,301.29,302.93,301.43
